latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
18.50626,-69.34075,300.7,0.48,0.64,2025-05-02,0529,N,nominal,2.0NRT,287.27,0.7,N
47.96169,-66.44069,327.58,0.55,0.68,2025-05-02,0523,N,nominal,2.0NRT,270.01,2.69,N
47.95529,-66.44039,295.32,0.55,0.68,2025-05-02,0523,N,nominal,2.0NRT,268.86,0.94,N
47.96113,-66.4447,299.86,0.55,0.68,2025-05-02,0523,N,nominal,2.0NRT,269.39,2.06,N
47.96107,-66.43711,318.77,0.55,0.68,2025-05-02,0523,N,nominal,2.0NRT,269.09,2.06,N
46.19228,-64.37877,305.84,0.43,0.62,2025-05-02,0523,N,nominal,2.0NRT,271.83,0.63,N
48.18903,-64.91801,295.97,0.46,0.47,2025-05-02,0701,N,nominal,2.0NRT,273.65,0.71,N
43.27356,-79.79775,331.5,0.43,0.38,2025-05-02,0703,N,nominal,2.0NRT,280.86,2.74,N
43.27692,-79.82456,295.27,0.44,0.38,2025-05-02,0703,N,nominal,2.0NRT,280.17,0.34,N
43.27422,-79.80311,314.99,0.44,0.38,2025-05-02,0703,N,nominal,2.0NRT,281.44,2.74,N
43.27072,-79.80392,322.73,0.44,0.38,2025-05-02,0703,N,nominal,2.0NRT,282.42,1.87,N
43.29348,-79.98663,302.01,0.44,0.38,2025-05-02,0703,N,nominal,2.0NRT,282.59,1.17,N
43.27139,-79.80928,298.41,0.44,0.38,2025-05-02,0703,N,nominal,2.0NRT,280.44,1.95,N
43.26721,-79.80476,314.71,0.44,0.38,2025-05-02,0703,N,nominal,2.0NRT,281.01,1.87,N
43.06775,-80.85752,295.8,0.47,0.4,2025-05-02,0703,N,nominal,2.0NRT,282.36,0.74,N
42.96658,-81.87274,295.31,0.51,0.41,2025-05-02,0703,N,nominal,2.0NRT,282.04,0.67,N
42.8177,-81.32303,295.9,0.48,0.4,2025-05-02,0703,N,nominal,2.0NRT,281.61,0.36,N
42.76469,-82.74891,295.36,0.55,0.43,2025-05-02,0703,N,nominal,2.0NRT,282.36,0.74,N
42.30442,-83.15645,310.23,0.57,0.43,2025-05-02,0703,N,nominal,2.0NRT,285.12,2.21,N
42.30042,-83.15718,329.18,0.57,0.43,2025-05-02,0703,N,nominal,2.0NRT,285.92,5.23,N
42.29783,-83.1719,298.3,0.57,0.43,2025-05-02,0703,N,nominal,2.0NRT,282.75,0.61,N
42.29643,-83.15794,314.56,0.57,0.43,2025-05-02,0703,N,nominal,2.0NRT,283.56,5.23,N
42.29313,-83.16564,321.11,0.57,0.43,2025-05-02,0703,N,nominal,2.0NRT,283.59,4.15,N
42.28355,-83.11073,298.78,0.57,0.43,2025-05-02,0703,N,nominal,2.0NRT,283.04,0.53,N
41.46379,-81.67661,300.07,0.48,0.4,2025-05-02,0703,N,nominal,2.0NRT,285.79,1.37,N
41.46311,-81.67075,298.97,0.48,0.4,2025-05-02,0703,N,nominal,2.0NRT,284.7,0.45,N
41.4527,-81.67887,318.36,0.48,0.4,2025-05-02,0703,N,nominal,2.0NRT,286.34,2.03,N
41.46796,-83.36903,307.27,0.57,0.43,2025-05-02,0703,N,nominal,2.0NRT,285.14,1.71,N
41.45926,-83.36355,301.6,0.57,0.43,2025-05-02,0703,N,nominal,2.0NRT,284.35,1.49,N
40.16233,-74.77199,297.39,0.41,0.37,2025-05-02,0703,N,nominal,2.0NRT,286.17,0.35,N
40.13621,-74.80537,302.33,0.41,0.37,2025-05-02,0703,N,nominal,2.0NRT,285.24,0.29,N
40.07244,-74.76923,297.33,0.42,0.37,2025-05-02,0703,N,nominal,2.0NRT,282.37,0.4,N
40.07,-74.76757,305.75,0.42,0.37,2025-05-02,0703,N,nominal,2.0NRT,282.01,0.66,N
38.83329,-84.76012,298.78,0.41,0.45,2025-05-02,0705,N,nominal,2.0NRT,285.94,0.56,N
41.48365,-90.82649,308.38,0.46,0.63,2025-05-02,0705,N,nominal,2.0NRT,282.5,1.41,N
38.59692,-82.83425,296.42,0.5,0.41,2025-05-02,0705,N,nominal,2.0NRT,277.76,0.82,N
41.47791,-90.83254,297.72,0.46,0.63,2025-05-02,0705,N,nominal,2.0NRT,280.76,0.67,N
38.76283,-85.00163,297.29,0.43,0.46,2025-05-02,0705,N,nominal,2.0NRT,285.71,0.87,N
41.48619,-90.82714,298.28,0.46,0.63,2025-05-02,0705,N,nominal,2.0NRT,281.34,0.72,N
38.76234,-84.99663,309.05,0.42,0.46,2025-05-02,0705,N,nominal,2.0NRT,286.56,0.87,N
41.48048,-90.83308,304.99,0.46,0.63,2025-05-02,0705,N,nominal,2.0NRT,280.98,1.22,N
41.48026,-90.82745,295.91,0.46,0.63,2025-05-02,0705,N,nominal,2.0NRT,281.03,0.91,N
38.75762,-84.992,302.26,0.42,0.46,2025-05-02,0705,N,nominal,2.0NRT,286.92,0.68,N
41.12103,-85.35249,301.72,0.47,0.48,2025-05-02,0705,N,nominal,2.0NRT,280.44,1.57,N
37.53941,-76.71144,309.21,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,286.24,0.49,N
40.40619,-79.79778,299.21,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,282.62,0.41,N
40.45347,-80.28371,299.68,0.42,0.38,2025-05-02,0705,N,nominal,2.0NRT,284.28,0.85,N
38.8003,-87.24838,298.18,0.56,0.51,2025-05-02,0705,N,nominal,2.0NRT,285.85,0.42,N
40.39639,-79.85535,306.14,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,285.51,0.82,N
38.60461,-90.10484,308.12,0.4,0.6,2025-05-02,0705,N,nominal,2.0NRT,276.01,1.1,N
40.39573,-79.85049,306.45,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,284.86,0.82,N
38.0052,-86.14297,309.31,0.48,0.48,2025-05-02,0705,N,nominal,2.0NRT,284.47,0.75,N
40.39297,-79.85618,347.08,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,288.19,3.71,N
38.00073,-86.14339,297.23,0.48,0.48,2025-05-02,0705,N,nominal,2.0NRT,285.58,0.75,N
40.39363,-79.86106,302,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,285.15,1.08,N
37.27673,-79.99654,301.07,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,287.06,0.7,N
40.39231,-79.85131,313.39,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,285.26,3.71,N
37.27402,-80.00177,299.03,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,287.18,0.7,N
40.23618,-78.90584,301.39,0.39,0.37,2025-05-02,0705,N,nominal,2.0NRT,284.44,0.47,N
40.30548,-79.87914,313.43,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,288.36,1.84,N
37.27338,-79.99731,318.91,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,288.2,0.7,N
40.30482,-79.87429,300.56,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,286.31,0.87,N
38.18137,-90.33848,299.18,0.41,0.6,2025-05-02,0705,N,nominal,2.0NRT,284.96,0.74,N
39.42271,-74.54141,300.7,0.43,0.38,2025-05-02,0705,N,nominal,2.0NRT,285.23,0.66,N
39.58849,-75.63696,296.28,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,282.81,1.63,N
37.93,-87.30241,305.31,0.55,0.51,2025-05-02,0705,N,nominal,2.0NRT,286.59,0.88,N
40.12929,-79.58489,299.6,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,284.05,0.49,N
37.92954,-87.30272,304.7,0.55,0.51,2025-05-02,0705,N,nominal,2.0NRT,286.74,1.1,N
40.16373,-79.88851,301.13,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,286.12,0.66,N
38.00715,-90.08456,296.53,0.39,0.59,2025-05-02,0705,N,nominal,2.0NRT,284.93,0.68,N
39.89561,-79.83775,297.65,0.41,0.37,2025-05-02,0705,N,nominal,2.0NRT,283.65,0.45,N
38.00852,-90.08312,303.82,0.39,0.59,2025-05-02,0705,N,nominal,2.0NRT,285.8,0.81,N
39.73141,-82.1471,301.02,0.48,0.4,2025-05-02,0705,N,nominal,2.0NRT,283.09,0.52,N
37.97422,-90.06782,307.7,0.39,0.59,2025-05-02,0705,N,nominal,2.0NRT,286.43,0.79,N
39.87711,-86.48673,297.26,0.52,0.5,2025-05-02,0705,N,nominal,2.0NRT,284.92,0.73,N
39.87248,-86.48737,295.55,0.52,0.5,2025-05-02,0705,N,nominal,2.0NRT,284.19,0.73,N
37.96918,-90.07721,308.85,0.39,0.59,2025-05-02,0705,N,nominal,2.0NRT,285.82,1.46,N
39.87453,-86.48668,303.03,0.52,0.5,2025-05-02,0705,N,nominal,2.0NRT,284.98,1.02,N
39.33214,-81.36568,296.92,0.45,0.39,2025-05-02,0705,N,nominal,2.0NRT,282.07,0.38,N
36.35488,-76.80603,325.02,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,286.66,2.77,N
39.16174,-80.93622,328.51,0.43,0.38,2025-05-02,0705,N,nominal,2.0NRT,284.26,2.37,N
39.16108,-80.93119,305.17,0.43,0.38,2025-05-02,0705,N,nominal,2.0NRT,283.64,2.56,N
36.97271,-84.58555,298.21,0.39,0.44,2025-05-02,0705,N,nominal,2.0NRT,286.1,0.37,N
39.15823,-80.93695,308.9,0.43,0.38,2025-05-02,0705,N,nominal,2.0NRT,283.67,2.37,N
37.21807,-88.88264,299.27,0.33,0.55,2025-05-02,0705,N,nominal,2.0NRT,287.57,0.53,N
38.77951,-79.39233,300.11,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,284.45,0.33,N
35.57491,-76.06074,302.83,0.42,0.38,2025-05-02,0705,N,nominal,2.0NRT,290.73,0.71,N
38.77617,-79.39311,295.79,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,283.7,0.33,N
36.75157,-90.38096,301.41,0.4,0.6,2025-05-02,0705,N,nominal,2.0NRT,285.99,0.42,N
35.42484,-78.36935,304.58,0.39,0.36,2025-05-02,0705,N,nominal,2.0NRT,287.2,0.57,N
38.04787,-77.81177,297.22,0.38,0.36,2025-05-02,0705,N,nominal,2.0NRT,281.12,0.21,N
35.50594,-80.33011,309.58,0.39,0.37,2025-05-02,0705,N,nominal,2.0NRT,288.13,0.87,N
38.834,-84.24047,316.64,0.39,0.44,2025-05-02,0705,N,nominal,2.0NRT,286.58,2.21,N
35.50259,-80.33084,301.08,0.39,0.37,2025-05-02,0705,N,nominal,2.0NRT,287.25,0.87,N
35.61878,-82.28275,299.58,0.45,0.39,2025-05-02,0705,N,nominal,2.0NRT,285.36,0.44,N
35.14985,-79.22459,298.78,0.38,0.36,2025-05-02,0705,N,nominal,2.0NRT,286.03,0.44,N
35.11955,-79.22724,310.92,0.38,0.36,2025-05-02,0705,N,nominal,2.0NRT,286.67,1.17,N
35.42808,-81.35748,309.25,0.42,0.37,2025-05-02,0705,N,nominal,2.0NRT,288.15,1.37,N
35.42745,-81.35291,315.71,0.42,0.37,2025-05-02,0705,N,nominal,2.0NRT,289.18,1.37,N
35.11625,-79.228,311.31,0.38,0.36,2025-05-02,0705,N,nominal,2.0NRT,285.92,1.66,N
35.34399,-80.82963,305.84,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,288.64,0.9,N
35.34061,-80.83034,305.23,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,288.03,1.06,N
35.12152,-80.52184,298.92,0.4,0.37,2025-05-02,0705,N,nominal,2.0NRT,284.66,1.11,N
34.95816,-80.12611,300.65,0.39,0.36,2025-05-02,0705,N,nominal,2.0NRT,288.15,0.7,N
35.94746,-89.71636,309.18,0.36,0.57,2025-05-02,0705,N,nominal,2.0NRT,288.62,0.85,N
35.94186,-89.71284,298.56,0.36,0.57,2025-05-02,0705,N,nominal,2.0NRT,288.46,0.85,N
35.93653,-89.71341,331.13,0.36,0.57,2025-05-02,0705,N,nominal,2.0NRT,288.49,1.83,N
35.93679,-89.71747,306.25,0.36,0.57,2025-05-02,0705,N,nominal,2.0NRT,287.75,1.83,N
35.89796,-89.78294,302.56,0.36,0.57,2025-05-02,0705,N,nominal,2.0NRT,289.14,1.01,N
35.8926,-89.78351,309.9,0.36,0.57,2025-05-02,0705,N,nominal,2.0NRT,288.26,1.01,N
35.89235,-89.77941,301.01,0.36,0.57,2025-05-02,0705,N,nominal,2.0NRT,287.96,1.32,N
35.88998,-89.78136,318.31,0.36,0.57,2025-05-02,0705,N,nominal,2.0NRT,288.52,1.74,N
35.72802,-88.80917,300.41,0.63,0.54,2025-05-02,0705,N,nominal,2.0NRT,288.31,0.66,N
35.79542,-91.74688,297.62,0.46,0.64,2025-05-02,0705,N,nominal,2.0NRT,269.13,0.38,N
35.64692,-89.93637,325.67,0.37,0.58,2025-05-02,0705,N,nominal,2.0NRT,289.21,3.59,N
35.64665,-89.93224,302.95,0.37,0.58,2025-05-02,0705,N,nominal,2.0NRT,288.33,1.48,N
35.60975,-89.94848,340.88,0.37,0.58,2025-05-02,0705,N,nominal,2.0NRT,288.76,4.43,N
35.60949,-89.94432,307.37,0.37,0.58,2025-05-02,0705,N,nominal,2.0NRT,287.99,2.25,N
34.3772,-79.88865,302.78,0.39,0.36,2025-05-02,0707,N,nominal,2.0NRT,287.42,0.9,N
34.65021,-82.95662,306.9,0.46,0.39,2025-05-02,0707,N,nominal,2.0NRT,286.48,0.55,N
34.18037,-80.27074,297.51,0.39,0.36,2025-05-02,0707,N,nominal,2.0NRT,285.77,0.36,N
35.05944,-90.15763,298.03,0.37,0.58,2025-05-02,0707,N,nominal,2.0NRT,283.11,0.22,N
34.8054,-88.32681,309.64,0.58,0.52,2025-05-02,0707,N,nominal,2.0NRT,288.05,1.49,N
34.11141,-83.06481,297.33,0.46,0.39,2025-05-02,0707,N,nominal,2.0NRT,286.59,0.56,N
34.29813,-86.26189,301.29,0.44,0.46,2025-05-02,0707,N,nominal,2.0NRT,286.94,0.68,N
33.99466,-85.17142,301.82,0.38,0.43,2025-05-02,0707,N,nominal,2.0NRT,287.44,0.57,N
33.99385,-85.16955,300.53,0.38,0.43,2025-05-02,0707,N,nominal,2.0NRT,287.59,0.4,N
34.18534,-87.24476,298.02,0.5,0.49,2025-05-02,0707,N,nominal,2.0NRT,283.2,0.41,N
34.22865,-89.9726,319.51,0.36,0.57,2025-05-02,0707,N,nominal,2.0NRT,284.78,2.7,N
34.22839,-89.96864,317.14,0.36,0.57,2025-05-02,0707,N,nominal,2.0NRT,284.06,1.87,N
34.20555,-90.55177,307.61,0.38,0.59,2025-05-02,0707,N,nominal,2.0NRT,279.96,1.43,N
34.20528,-90.5475,303.32,0.38,0.59,2025-05-02,0707,N,nominal,2.0NRT,282.63,1.04,N
33.01343,-79.88489,324.63,0.38,0.36,2025-05-02,0707,N,nominal,2.0NRT,291.16,2.09,N
33.00683,-79.88633,302.1,0.38,0.36,2025-05-02,0707,N,nominal,2.0NRT,291.4,0.79,N
33.73685,-86.15371,299.53,0.43,0.46,2025-05-02,0707,N,nominal,2.0NRT,286.93,0.54,N
33.54463,-86.8042,304.93,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,276.16,0.67,N
33.53593,-86.75936,301.77,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,278.18,0.54,N
33.53156,-86.75993,297.64,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,277.97,0.54,N
33.22233,-86.81503,300.41,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,276.13,1.16,N
33.18069,-86.75719,304.85,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,276.9,1.32,N
33.10575,-86.80325,297.07,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,276.79,0.8,N
33.10528,-86.79821,297.13,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,277.63,0.8,N
33.09268,-86.80508,306.15,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,278.96,1.36,N
33.10523,-86.80056,303.39,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,277.74,1.33,N
33.09267,-86.80736,302.86,0.46,0.47,2025-05-02,0707,N,nominal,2.0NRT,278.56,1.07,N
32.86066,-85.97588,300.73,0.41,0.45,2025-05-02,0707,N,nominal,2.0NRT,287.33,0.81,N
32.06945,-81.39856,304.58,0.4,0.37,2025-05-02,0707,N,nominal,2.0NRT,287.42,0.78,N
31.9038,-82.51972,320.25,0.42,0.38,2025-05-02,0707,N,nominal,2.0NRT,288.33,2.28,N
32.17706,-85.02724,303.72,0.54,0.42,2025-05-02,0707,N,nominal,2.0NRT,290.79,1.15,N
31.90642,-82.994,297.76,0.44,0.38,2025-05-02,0707,N,nominal,2.0NRT,287.04,0.1,N
32.2476,-85.925,305.86,0.4,0.44,2025-05-02,0707,N,nominal,2.0NRT,288.86,1.48,N
32.24666,-85.91646,308.62,0.4,0.44,2025-05-02,0707,N,nominal,2.0NRT,288.31,1.02,N
31.5385,-81.77678,299.31,0.4,0.37,2025-05-02,0707,N,nominal,2.0NRT,287,0.39,N
31.47923,-87.00544,298.42,0.45,0.47,2025-05-02,0707,N,nominal,2.0NRT,287.61,0.61,N
31.36077,-89.11626,300.15,0.59,0.53,2025-05-02,0707,N,nominal,2.0NRT,287.84,0.94,N
31.1512,-87.98734,328.79,0.51,0.49,2025-05-02,0707,N,nominal,2.0NRT,291.61,4.73,N
30.39898,-82.29378,309.27,0.41,0.37,2025-05-02,0707,N,nominal,2.0NRT,288.48,1.05,N
30.39837,-82.28956,306.56,0.41,0.37,2025-05-02,0707,N,nominal,2.0NRT,288.3,1.08,N
30.39498,-82.29021,298.68,0.41,0.37,2025-05-02,0707,N,nominal,2.0NRT,287.45,0.89,N
30.94563,-88.01144,302.57,0.51,0.49,2025-05-02,0707,N,nominal,2.0NRT,281.4,0.77,N
30.94107,-88.01205,298.95,0.51,0.49,2025-05-02,0707,N,nominal,2.0NRT,281.66,0.77,N
29.78838,-82.46167,299.28,0.41,0.37,2025-05-02,0707,N,nominal,2.0NRT,287.67,0.52,N
30.34461,-88.48656,304.9,0.53,0.5,2025-05-02,0707,N,nominal,2.0NRT,293.23,2.87,N
30.48292,-91.18034,300.8,0.39,0.59,2025-05-02,0707,N,nominal,2.0NRT,281.72,1.65,N
29.1869,-81.96474,300.6,0.39,0.36,2025-05-02,0707,N,nominal,2.0NRT,288.46,0.43,N
30.06256,-90.59953,308.01,0.35,0.57,2025-05-02,0707,N,nominal,2.0NRT,293.62,1.84,N
30.05208,-90.67251,302.56,0.36,0.57,2025-05-02,0707,N,nominal,2.0NRT,289.3,0.98,N
30.054,-90.67049,306.48,0.36,0.57,2025-05-02,0707,N,nominal,2.0NRT,289.95,1.28,N
30.0002,-90.40484,309.62,0.34,0.56,2025-05-02,0707,N,nominal,2.0NRT,292.27,2.37,N
29.9999,-90.40123,308.16,0.34,0.56,2025-05-02,0707,N,nominal,2.0NRT,292.85,1.18,N
29.99961,-90.39761,303.61,0.34,0.56,2025-05-02,0707,N,nominal,2.0NRT,292.27,1.18,N
29.99438,-90.39819,303.08,0.34,0.56,2025-05-02,0707,N,nominal,2.0NRT,291.74,1.51,N
28.84643,-82.17021,302.37,0.4,0.37,2025-05-02,0707,N,nominal,2.0NRT,289.07,0.59,N
28.61524,-82.16238,314.62,0.39,0.37,2025-05-02,0707,N,nominal,2.0NRT,285,1.19,N
29.53965,-90.31793,298.37,0.33,0.56,2025-05-02,0707,N,nominal,2.0NRT,283.25,0.31,N
27.99668,-80.75848,295.78,0.38,0.36,2025-05-02,0707,N,nominal,2.0NRT,274.68,0.38,N
28.06102,-82.33109,313.93,0.39,0.37,2025-05-02,0707,N,nominal,2.0NRT,289.75,1.17,N
27.87539,-81.92439,306.02,0.39,0.36,2025-05-02,0707,N,nominal,2.0NRT,291.01,0.47,N
27.87207,-81.92503,300.24,0.39,0.36,2025-05-02,0707,N,nominal,2.0NRT,290.19,0.35,N
27.89865,-82.16257,304.89,0.39,0.36,2025-05-02,0707,N,nominal,2.0NRT,289.02,0.72,N
27.65163,-81.51968,311.53,0.39,0.36,2025-05-02,0707,N,nominal,2.0NRT,291.47,1.06,N
28.34554,-88.26956,302.53,0.49,0.48,2025-05-02,0707,N,nominal,2.0NRT,287.97,0.93,N
28.34504,-88.26452,307.81,0.49,0.48,2025-05-02,0707,N,nominal,2.0NRT,287.76,0.93,N
28.34055,-88.26513,308.87,0.49,0.48,2025-05-02,0707,N,nominal,2.0NRT,288.41,0.93,N
28.34358,-88.26592,334.34,0.49,0.48,2025-05-02,0707,N,nominal,2.0NRT,288.4,2.19,N
26.96233,-80.32243,304.62,0.39,0.36,2025-05-02,0707,N,nominal,2.0NRT,289.84,0.89,N
26.27914,-80.15311,322.36,0.39,0.37,2025-05-02,0709,N,nominal,2.0NRT,291.32,1.45,N
25.85902,-80.34454,315.78,0.39,0.36,2025-05-02,0709,N,nominal,2.0NRT,292.73,0.95,N
25.0776,-77.33855,306.41,0.51,0.41,2025-05-02,0709,N,nominal,2.0NRT,293.11,1.29,N
25.0244,-78.02227,301.49,0.48,0.4,2025-05-02,0709,N,nominal,2.0NRT,289.19,1.05,N
25.01991,-78.01839,300.35,0.48,0.4,2025-05-02,0709,N,nominal,2.0NRT,288.3,0.8,N
25.009,-78.02081,302.44,0.48,0.4,2025-05-02,0709,N,nominal,2.0NRT,289.29,0.85,N
23.08596,-81.27047,312.93,0.39,0.36,2025-05-02,0709,N,nominal,2.0NRT,292.77,1.29,N
23.14094,-81.71478,310.56,0.39,0.36,2025-05-02,0709,N,nominal,2.0NRT,292.83,1.09,N
23.1291,-82.12855,310.93,0.38,0.36,2025-05-02,0709,N,nominal,2.0NRT,291.6,0.74,N
22.69095,-79.71803,332.39,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,295.82,11.1,N
22.68747,-79.71875,354.45,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,297.33,13.41,N
22.68819,-79.72292,307.46,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,292.15,2.62,N
22.68472,-79.72363,324.38,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,292.12,2.62,N
22.68399,-79.71945,335.86,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,292.09,13.41,N
22.6341,-79.68195,324.03,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,291.92,1.31,N
22.63484,-79.68613,307.78,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,289.95,1.31,N
22.62638,-79.67917,318.55,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,291.99,2.03,N
22.62015,-79.68478,303.18,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,291.6,0.77,N
22.72494,-80.63254,300.39,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,289.5,0.26,N
22.64891,-80.55736,324.38,0.41,0.37,2025-05-02,0709,N,nominal,2.0NRT,291.31,2.33,N
22.64825,-80.55342,318.1,0.41,0.37,2025-05-02,0709,N,nominal,2.0NRT,290.94,1.34,N
22.78327,-81.43228,338.12,0.39,0.36,2025-05-02,0709,N,nominal,2.0NRT,294.03,4.89,N
22.78389,-81.43607,305.73,0.39,0.36,2025-05-02,0709,N,nominal,2.0NRT,291.68,2.49,N
22.22131,-78.43191,306.89,0.5,0.41,2025-05-02,0709,N,nominal,2.0NRT,292.95,1.17,N
22.77574,-81.82843,305.1,0.39,0.36,2025-05-02,0709,N,nominal,2.0NRT,286.37,0.96,N
22.46783,-80.07665,316.42,0.42,0.38,2025-05-02,0709,N,nominal,2.0NRT,290.33,1.24,N
22.466,-80.07555,305.99,0.42,0.38,2025-05-02,0709,N,nominal,2.0NRT,289.26,0.55,N
22.64071,-81.51672,302.47,0.39,0.36,2025-05-02,0709,N,nominal,2.0NRT,290.8,0.39,N
22.32715,-79.68837,307.12,0.44,0.38,2025-05-02,0709,N,nominal,2.0NRT,290.54,0.93,N
22.12596,-78.5676,308.81,0.49,0.4,2025-05-02,0709,N,nominal,2.0NRT,289.11,0.9,N
22.46048,-80.49937,305.43,0.41,0.37,2025-05-02,0709,N,nominal,2.0NRT,290.72,0.6,N
22.11744,-78.66701,300,0.49,0.4,2025-05-02,0709,N,nominal,2.0NRT,289.68,0.46,N
22.47481,-80.89916,309.06,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,290.09,0.65,N
22.43193,-81.16107,301.79,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,291.27,0.38,N
22.64113,-83.43838,304.41,0.39,0.36,2025-05-02,0709,N,nominal,2.0NRT,291.04,0.93,N
21.68775,-77.9893,307.18,0.53,0.42,2025-05-02,0709,N,nominal,2.0NRT,290.76,1.12,N
21.80765,-78.89991,305.68,0.48,0.4,2025-05-02,0709,N,nominal,2.0NRT,290.15,0.93,N
21.61622,-77.90993,302.36,0.54,0.42,2025-05-02,0709,N,nominal,2.0NRT,290.15,0.71,N
21.61238,-77.9108,303.28,0.54,0.42,2025-05-02,0709,N,nominal,2.0NRT,289.95,0.71,N
21.78493,-78.89984,299.1,0.48,0.4,2025-05-02,0709,N,nominal,2.0NRT,287.59,0.97,N
21.95495,-79.88333,304.11,0.43,0.38,2025-05-02,0709,N,nominal,2.0NRT,289.07,0.5,N
21.6027,-77.92342,303.14,0.54,0.42,2025-05-02,0709,N,nominal,2.0NRT,290.28,1.02,N
21.48155,-78.11567,307.67,0.53,0.42,2025-05-02,0709,N,nominal,2.0NRT,289.5,6.25,N
21.47773,-78.11646,345.6,0.53,0.42,2025-05-02,0709,N,nominal,2.0NRT,292.18,6.25,N
22.31465,-83.9627,309.45,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,290.14,2.46,N
22.31408,-83.95889,302.34,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,289.93,1.83,N
22.31128,-83.96328,330.92,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,292.08,2.46,N
22.30791,-83.96386,326.64,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,291.01,1.66,N
22.30734,-83.96003,303.31,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,289.94,1.25,N
22.30454,-83.96445,317.84,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,290.52,1.66,N
22.30176,-83.96895,346.26,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,295.04,10.71,N
22.30118,-83.96507,343.56,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,292.33,10.71,N
22.29834,-83.94599,310.96,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,289.99,1.82,N
22.29897,-83.97344,331.01,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,292.04,5.86,N
22.2984,-83.96957,352.9,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,293.78,10.71,N
22.29497,-83.94653,323.29,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,290.81,1.82,N
22.2944,-83.94268,329.57,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,291.69,1.82,N
22.29618,-83.97793,331.3,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,292.48,5,N
22.29561,-83.97407,350.24,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,293,5,N
22.29102,-83.94321,340.24,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,291.96,4.92,N
22.29282,-83.97855,338.02,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,292.22,5,N
22.29225,-83.97469,320.12,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,291.2,5,N
22.2934,-83.98243,304.97,0.4,0.37,2025-05-02,0709,N,nominal,2.0NRT,291.15,1.02,N
